categories,primaryCategories,reviewsdate,reviewstext,reviewstitle,sentiment,review_year,review_month,review_day
"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2016-10-03 00:00:00+00:00,great tablet simpl task bought complaint,great everyday media,Positive,2016,10,3
"Tablets,Fire Tablets,Computers & Tablets,All Tablets",Electronics,2017-01-30 00:00:00+00:00,purchas replac fire hd left plane found return day later like smaller version due size year newer technolog side,amazon fire hd tablet gb,Positive,2017,1,30
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-01 00:00:00+00:00,love echo show much easi use connect mobil phone easili call peopl,echo show easi use,Positive,2017,12,1
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-18 00:00:00+00:00,chose one price size screen use eread disappoint,great eread,Positive,2017,1,18
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-27 00:00:00+00:00,bought year old father love find easi use,easi use,Positive,2017,1,27
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-04-03 00:00:00+00:00,still learn figur,great product work,Positive,2018,4,3
"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2017-11-16 00:00:00+00:00,everyth great except cant read extern pdf properli either zoom much littl kindl book provid great experi batteri life awesom,extern pdf work properli,Positive,2017,11,16
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-18 00:00:00+00:00,easi instal easi use enjoy product learn time,excel product,Positive,2018,1,18
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-07-06 00:00:00+00:00,good product qualiti product good easi use,reader,Positive,2017,7,6
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-30 00:00:00+00:00,worth everi penni kid love home quieter ever,great tablet kid book read,Positive,2016,12,30
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-01 00:00:00+00:00,great look recip cook hand tie also perfect drop famili friend,great product,Positive,2017,12,1
"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2016-09-23 00:00:00+00:00,love tap speaker nice likenit charg cradl sit easi charg,love,Positive,2016,9,23
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-07-01 00:00:00+00:00,would highli recommend kindl user friendli big larg enough see easili,great tablet,Positive,2016,7,1
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-06 00:00:00+00:00,unfair rate product caus even taken box set,havent set yet,Neutral,2017,1,6
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-02-04 00:00:00+00:00,great son year old help homework,excel,Positive,2017,2,4
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-25 00:00:00+00:00,worthless except regular echo poor excus video chat love echo devic bathroom pool kitchen place may need hand free voic activ music info wife bought newest hottest thing skeptic thought would use help project alexa find video f drone alexa youtub avail amazon wont directli sell chrome product youtub wont play echo show test show video call limit iphon android app video use thing voic function echo dot perform unless want make video call check weather devic move feet outlet,useless screen pay,Negative,2017,12,25
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-06-04 00:00:00+00:00,tabl great experi avail tablet without hugh expens would recommend other,great tablet minim expens,Positive,2016,6,4
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-27 00:00:00+00:00,gift daughter love open far know great purchas,kindl,Positive,2016,12,27
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-10-07 00:00:00+00:00,love buy stuff best buy employe great help everyth needespeci jissela,great tablet kid,Positive,2016,10,7
"Tablets,Fire Tablets,Computers & Tablets,All Tablets",Electronics,2017-01-16 00:00:00+00:00,love choic color two kindl purchas gift,great pad children adult,Positive,2017,1,16
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2017-12-20 00:00:00+00:00,overal work well sound better dot screen clear,screen nice addit,Positive,2017,12,20
"Tablets,Fire Tablets,Computers & Tablets,All Tablets",Electronics,2016-12-29 00:00:00+00:00,easi set use best buy employe huge help teach mani featur,great,Positive,2016,12,29
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-01-01 00:00:00+00:00,bad amazon turn tablet big advertis tool mani app dont work camera good,amazon fire tablet,Negative,2017,1,1
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-29 00:00:00+00:00,love echo show mani featur great purchas,amaz,Positive,2017,12,29
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-09-23 00:00:00+00:00,year old love good control option need figur get web browser side,good parent control,Positive,2016,9,23
"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2017-03-17 00:00:00+00:00,first turn kindl home screen make easi determin exactli open read download book,home screen terribl easi navig,Positive,2017,3,17
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-15 00:00:00+00:00,realli enjoy far perfect mean certainli worth price,well worth price,Positive,2016,12,15
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-08-26 00:00:00+00:00,fianc realli enjoy would definit recommend,great product,Positive,2017,8,26
"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-04-16 00:00:00+00:00,excel screen small chang form make huge differ ador flat much bright perfect daylight imo worth cost,best eread market,Positive,2015,4,16
"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2016-09-09 00:00:00+00:00,purchas tap thought portabl speaker echo actual devic ye portabl oper wirelessit work alexa set echo oper handsyou simpli speak alexa tap microphon button need hold speak alexa great sound qualiti recharg base unit,tap,Positive,2016,9,9
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-01-03 00:00:00+00:00,tablet work wonder need didnt need tablet work web brows play game noth fanci tablet fit perfectli pricepff perfect wont find qualiti cheaper,great tablet price,Positive,2017,1,3
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-18 00:00:00+00:00,excel valu yr old everyth need plu hd wife order amazon prime happi wife kid price cant beat nd one own,yr old,Positive,2017,1,18
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-06-05 00:00:00+00:00,bought present year old grandma love easi oper issu,solid tablet,Neutral,2016,6,5
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-05-19 00:00:00+00:00,function child need easi parent control like child profil approv content,great tablet kiddo,Positive,2017,5,19
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-07-07 00:00:00+00:00,need tablet game app elderli great choic,great tablet,Positive,2017,7,7
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-16 00:00:00+00:00,bought xmass wife electron compet found easi use,good,Positive,2017,1,16
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-01-20 00:00:00+00:00,pleas tablet purchas one grandson use play game togeth send messag grandpar awhil,got grandson,Positive,2017,1,20
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-01-17 00:00:00+00:00,one besti dot nice camera ask camera get screen spend extra,best one yet,Positive,2018,1,17
"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-01-01 00:00:00+00:00,last christma gave nephew fire stick love meantim purchas amazon tap sinc like gadget knew would want one purchas,mani use perform well,Positive,2017,1,1
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-10-02 00:00:00+00:00,bought kindl year old granddaught bought warranti bought august alreadi replac charger connect got loos charg well happen need exchang problem buy warranti time go buy one brother sister rethink,kid kindl,Negative,2016,10,2
